Order ID,Date,Customer ID,Product,Category,Region,Quantity,Unit Price,Revenue
ORD01932,2025-05-25,CUST0066,Water Bottle,Sportswear,Central,4,449,1766.99
ORD02085,2025-05-25,CUST0161,Sticky Notes Pack,Stationery,West,2,99,195.19
ORD01721,2025-05-25,CUST0081,Mechanical Keyboard,Electronics,East,1,2499,2376.61
ORD00108,2025-05-25,CUST0039,Wireless Mouse,Electronics,East,2,799,1554.7
ORD02070,2025-05-25,CUST0176,Mechanical Keyboard,Electronics,Central,2,2499,5183.13
ORD02264,2025-05-25,CUST0124,Bluetooth Speaker,Electronics,West,1,1899,1855.06
ORD01529,2025-05-26,CUST0169,Yoga Mat,Sportswear,Central,5,999,4930.22
ORD02980,2025-05-26,CUST0014,Wireless Mouse,Electronics,South,6,799,4814.97
ORD02639,2025-05-26,CUST0029,Yoga Mat,Sportswear,East,1,999,964.98
ORD02041,2025-05-26,CUST0095,Whiteboard,Stationery,South,3,1499,4614.77
ORD01905,2025-05-26,CUST0015,Sunglasses,Accessories,North,5,1299,6588.99
ORD00225,2025-05-26,CUST0161,USB-C Hub,Electronics,Central,3,1299,3989.31
ORD01511,2025-05-26,CUST0108,Backpack,Accessories,North,2,1999,3813.27
ORD02215,2025-05-26,CUST0124,Desk Lamp,Furniture,East,1,899,872.33
ORD01153,2025-05-26,CUST0173,Sunglasses,Accessories,East,3,1299,3731.46
ORD02812,2025-05-26,CUST0154,Water Bottle,Sportswear,East,4,449,1766.82
ORD02959,2025-05-26,CUST0022,Water Bottle,Sportswear,North,2,449,885.14
ORD01261,2025-05-27,CUST0060,Backpack,Accessories,East,4,1999,7677.94
ORD00363,2025-05-27,CUST0114,Sunglasses,Accessories,Central,3,1299,4063.16
ORD01076,2025-05-27,CUST0063,Sticky Notes Pack,Stationery,West,1,99,101.04
ORD02348,2025-05-27,CUST0038,Yoga Mat,Sportswear,North,3,999,2926.54
ORD00915,2025-05-27,CUST0176,Sunglasses,Accessories,South,5,1299,6294.03
ORD01533,2025-05-27,CUST0107,Wireless Mouse,Electronics,South,2,799,1526.0
ORD00578,2025-05-27,CUST0066,Sticky Notes Pack,Stationery,East,4,99,394.72
ORD02808,2025-05-27,CUST0034,Office Chair,Furniture,West,3,6499,19334.27
ORD01545,2025-05-28,CUST0173,Notebook Set,Stationery,North,1,199,193.65
ORD01255,2025-05-29,CUST0156,Standing Desk,Furniture,South,1,12999,12796.87
ORD00386,2025-05-29,CUST0013,Yoga Mat,Sportswear,North,2,999,1955.52
ORD02631,2025-05-29,CUST0180,Sticky Notes Pack,Stationery,Central,1,99,102.36
ORD01571,2025-05-29,CUST0193,Whiteboard,Stationery,North,2,1499,3065.34
ORD01740,2025-05-29,CUST0024,Yoga Mat,Sportswear,East,2,999,2061.51
ORD00815,2025-05-29,CUST0174,Mechanical Keyboard,Electronics,North,2,2499,4958.67
ORD02557,2025-05-29,CUST0180,Mechanical Keyboard,Electronics,West,5,2499,12549.19
ORD02161,2025-05-30,CUST0007,Notebook Set,Stationery,West,2,199,404.76
ORD00130,2025-05-31,CUST0036,Office Chair,Furniture,Central,1,6499,6291.96
ORD00659,2025-05-31,CUST0183,Water Bottle,Sportswear,North,3,449,1409.72
ORD01875,2025-05-31,CUST0044,Yoga Mat,Sportswear,West,1,999,990.76
ORD02984,2025-05-31,CUST0054,Mechanical Keyboard,Electronics,West,1,2499,2469.39
ORD02658,2025-05-31,CUST0096,Wireless Mouse,Electronics,West,1,799,816.32
ORD01797,2025-06-01,CUST0098,Running Shoes,Sportswear,East,2,3499,7285.21
ORD00224,2025-06-01,CUST0060,Wireless Mouse,Electronics,South,2,799,1649.55
ORD00193,2025-06-01,CUST0162,Mechanical Keyboard,Electronics,West,4,2499,10369.27
ORD01521,2025-06-01,CUST0187,Notebook Set,Stationery,North,1,199,194.6
ORD00791,2025-06-01,CUST0035,Running Shoes,Sportswear,West,2,3499,7149.58
ORD00029,2025-06-01,CUST0166,Standing Desk,Furniture,West,2,12999,25118.3
ORD01015,2025-06-01,CUST0144,Backpack,Accessories,South,1,1999,2093.63
ORD00707,2025-06-01,CUST0101,Sticky Notes Pack,Stationery,Central,1,99,95.7
ORD01032,2025-06-01,CUST0027,Sunglasses,Accessories,South,1,1299,1298.68
ORD02125,2025-06-01,CUST0140,Office Chair,Furniture,East,3,6499,18886.81
ORD01966,2025-06-02,CUST0082,Desk Lamp,Furniture,South,2,899,1865.66
ORD00770,2025-06-02,CUST0172,Sunglasses,Accessories,Central,1,1299,1243.71
ORD02575,2025-06-02,CUST0092,Sticky Notes Pack,Stationery,Central,2,99,199.39
ORD00883,2025-06-02,CUST0103,Office Chair,Furniture,Central,4,6499,26901.19
ORD00405,2025-06-03,CUST0080,Standing Desk,Furniture,South,3,12999,40791.39
ORD00049,2025-06-03,CUST0069,USB-C Hub,Electronics,North,1,1299,1249.13
ORD01660,2025-06-04,CUST0012,Sticky Notes Pack,Stationery,North,4,99,380.77
ORD01837,2025-06-04,CUST0137,Notebook Set,Stationery,West,1,199,205.01
ORD02621,2025-06-04,CUST0197,USB-C Hub,Electronics,North,1,1299,1329.37
ORD02351,2025-06-04,CUST0131,USB-C Hub,Electronics,West,1,1299,1253.83
ORD00409,2025-06-04,CUST0182,Whiteboard,Stationery,East,2,1499,3118.33
ORD00038,2025-06-04,CUST0026,Sticky Notes Pack,Stationery,East,4,99,387.83
ORD01679,2025-06-05,CUST0015,Standing Desk,Furniture,Central,1,12999,12892.16
ORD01370,2025-06-05,CUST0177,Office Chair,Furniture,South,2,6499,13458.58
ORD00487,2025-06-05,CUST0181,Office Chair,Furniture,West,2,6499,12692.07
ORD02226,2025-06-05,CUST0079,Backpack,Accessories,East,1,1999,1899.16
ORD01930,2025-06-05,CUST0140,Notebook Set,Stationery,South,1,199,203.3
ORD00247,2025-06-05,CUST0097,Backpack,Accessories,West,1,1999,2037.3
ORD01005,2025-06-05,CUST0138,Office Chair,Furniture,East,2,6499,12953.14
ORD01273,2025-06-05,CUST0199,Sticky Notes Pack,Stationery,West,1,99,97.77
ORD01518,2025-06-06,CUST0021,Bluetooth Speaker,Electronics,East,4,1899,7871.04
ORD00377,2025-06-06,CUST0147,Yoga Mat,Sportswear,North,1,999,985.04
ORD01447,2025-06-07,CUST0141,Wireless Mouse,Electronics,South,3,799,2448.33
ORD01284,2025-06-07,CUST0149,Yoga Mat,Sportswear,North,1,999,1008.03
ORD00133,2025-06-07,CUST0014,Notebook Set,Stationery,North,2,199,397.39
ORD02655,2025-06-07,CUST0102,Notebook Set,Stationery,East,3,199,573.08
ORD01464,2025-06-08,CUST0044,Backpack,Accessories,West,1,1999,2027.76
ORD00221,2025-06-08,CUST0084,Desk Lamp,Furniture,West,2,899,1873.11
ORD01289,2025-06-09,CUST0111,Standing Desk,Furniture,South,2,12999,24758.28
ORD01848,2025-06-09,CUST0095,Yoga Mat,Sportswear,South,1,999,994.51
ORD01979,2025-06-09,CUST0153,Yoga Mat,Sportswear,Central,1,999,1000.48
ORD01963,2025-06-09,CUST0148,Water Bottle,Sportswear,North,2,449,863.18
ORD00053,2025-06-09,CUST0171,Running Shoes,Sportswear,Central,3,3499,10823.67
ORD02245,2025-06-10,CUST0135,Sticky Notes Pack,Stationery,North,2,99,194.24
ORD01321,2025-06-10,CUST0006,Standing Desk,Furniture,North,4,12999,53402.4
ORD00031,2025-06-10,CUST0128,Bluetooth Speaker,Electronics,East,1,1899,1945.81
ORD00210,2025-06-10,CUST0068,Whiteboard,Stationery,South,2,1499,2934.65
ORD01768,2025-06-10,CUST0006,Office Chair,Furniture,East,1,6499,6658.52
ORD02610,2025-06-11,CUST0094,Sticky Notes Pack,Stationery,East,2,99,195.64
ORD01698,2025-06-11,CUST0003,Running Shoes,Sportswear,Central,2,3499,6765.04
ORD02605,2025-06-11,CUST0169,Water Bottle,Sportswear,South,2,449,857.12
ORD00127,2025-06-11,CUST0187,Yoga Mat,Sportswear,Central,5,999,4872.07
ORD02159,2025-06-11,CUST0115,Yoga Mat,Sportswear,West,2,999,1970.57
ORD01527,2025-06-11,CUST0171,Standing Desk,Furniture,West,1,12999,12999.96
ORD00385,2025-06-11,CUST0028,Whiteboard,Stationery,West,1,1499,1534.77
ORD02633,2025-06-12,CUST0091,Mechanical Keyboard,Electronics,West,3,2499,7622.6
ORD01695,2025-06-12,CUST0152,Mechanical Keyboard,Electronics,Central,2,2499,5140.16
ORD02565,2025-06-12,CUST0067,Running Shoes,Sportswear,Central,2,3499,6660.74
ORD00176,2025-06-12,CUST0174,Wireless Mouse,Electronics,North,3,799,2509.23
ORD02388,2025-06-12,CUST0170,Wireless Mouse,Electronics,South,1,799,832.24
ORD00976,2025-06-12,CUST0029,Running Shoes,Sportswear,East,2,3499,6856.22
ORD02133,2025-06-12,CUST0002,Yoga Mat,Sportswear,North,1,999,993.38
ORD02447,2025-06-12,CUST0074,Wireless Mouse,Electronics,South,2,799,1672.98
ORD00288,2025-06-12,CUST0106,Desk Lamp,Furniture,North,2,899,1844.64
ORD02003,2025-06-12,CUST0047,Wireless Mouse,Electronics,South,1,799,831.72
ORD01853,2025-06-12,CUST0068,Sunglasses,Accessories,East,1,1299,1301.76
ORD00362,2025-06-12,CUST0081,Sunglasses,Accessories,North,1,1299,1344.98
ORD01243,2025-06-13,CUST0161,Bluetooth Speaker,Electronics,North,5,1899,9425.26
ORD00448,2025-06-13,CUST0176,USB-C Hub,Electronics,North,3,1299,3964.21
ORD02591,2025-06-14,CUST0083,Water Bottle,Sportswear,Central,2,449,942.4
ORD02583,2025-06-14,CUST0172,Sunglasses,Accessories,North,3,1299,3770.75
ORD01128,2025-06-14,CUST0050,Desk Lamp,Furniture,West,2,899,1885.3
ORD02755,2025-06-14,CUST0151,USB-C Hub,Electronics,South,3,1299,4089.78
ORD01864,2025-06-14,CUST0052,Water Bottle,Sportswear,North,2,449,940.63
ORD02607,2025-06-14,CUST0107,Notebook Set,Stationery,South,2,199,404.16
ORD01059,2025-06-14,CUST0026,Standing Desk,Furniture,North,1,12999,12973.14
ORD00082,2025-06-15,CUST0074,Wireless Mouse,Electronics,North,5,799,4165.42
ORD02752,2025-06-15,CUST0098,Whiteboard,Stationery,East,2,1499,3048.92
ORD01927,2025-06-15,CUST0090,Sunglasses,Accessories,East,5,1299,6725.79
ORD00548,2025-06-15,CUST0143,Wireless Mouse,Electronics,Central,3,799,2310.61
ORD01981,2025-06-15,CUST0188,Running Shoes,Sportswear,East,3,3499,10658.19
ORD01309,2025-06-15,CUST0060,Running Shoes,Sportswear,East,2,3499,6734.5
ORD01336,2025-06-15,CUST0188,Water Bottle,Sportswear,West,4,449,1802.31
ORD01103,2025-06-16,CUST0070,Bluetooth Speaker,Electronics,North,5,1899,9730.86
ORD00006,2025-06-16,CUST0111,Mechanical Keyboard,Electronics,West,4,2499,10180.16
ORD02410,2025-06-16,CUST0038,Yoga Mat,Sportswear,North,3,999,3108.66
ORD01557,2025-06-16,CUST0024,Running Shoes,Sportswear,South,3,3499,10161.96
ORD02088,2025-06-16,CUST0112,Desk Lamp,Furniture,South,1,899,924.19
ORD01319,2025-06-17,CUST0061,Water Bottle,Sportswear,North,1,449,428.4
ORD01633,2025-06-17,CUST0112,Standing Desk,Furniture,South,1,12999,12620.4
ORD02488,2025-06-17,CUST0190,Desk Lamp,Furniture,North,1,899,874.21
ORD02253,2025-06-17,CUST0018,Wireless Mouse,Electronics,North,1,799,830.51
ORD00649,2025-06-17,CUST0146,USB-C Hub,Electronics,North,1,1299,1245.93
ORD00431,2025-06-17,CUST0013,USB-C Hub,Electronics,East,1,1299,1296.7
ORD01296,2025-06-18,CUST0100,Bluetooth Speaker,Electronics,South,2,1899,3639.5
ORD00262,2025-06-18,CUST0149,Whiteboard,Stationery,West,1,1499,1569.23
ORD02210,2025-06-18,CUST0017,Sunglasses,Accessories,North,3,1299,3869.81
ORD01053,2025-06-18,CUST0031,USB-C Hub,Electronics,West,1,1299,1286.87
ORD01221,2025-06-19,CUST0017,Mechanical Keyboard,Electronics,South,1,2499,2416.53
ORD01134,2025-06-19,CUST0013,Water Bottle,Sportswear,East,4,449,1720.74
ORD02894,2025-06-19,CUST0178,Sticky Notes Pack,Stationery,North,4,99,404.97
ORD00408,2025-06-19,CUST0022,Yoga Mat,Sportswear,Central,1,999,1029.8
ORD00754,2025-06-19,CUST0150,Standing Desk,Furniture,West,1,12999,13213.14
ORD00967,2025-06-19,CUST0146,Mechanical Keyboard,Electronics,North,2,2499,5080.85
ORD02750,2025-06-20,CUST0088,Desk Lamp,Furniture,South,2,899,1858.54
ORD02676,2025-06-20,CUST0173,Yoga Mat,Sportswear,South,2,999,1909.94
ORD00694,2025-06-20,CUST0046,Wireless Mouse,Electronics,Central,3,799,2346.42
ORD00684,2025-06-20,CUST0196,Desk Lamp,Furniture,East,4,899,3608.57
ORD02685,2025-06-20,CUST0130,Bluetooth Speaker,Electronics,West,1,1899,1966.79
ORD02794,2025-06-20,CUST0149,Sticky Notes Pack,Stationery,Central,2,99,203.01
ORD02665,2025-06-20,CUST0174,Backpack,Accessories,East,2,1999,4002.41
ORD01631,2025-06-21,CUST0157,Sunglasses,Accessories,South,2,1299,2713.1
ORD01592,2025-06-21,CUST0066,USB-C Hub,Electronics,Central,1,1299,1271.01
ORD00626,2025-06-21,CUST0142,Sunglasses,Accessories,West,3,1299,4075.46
ORD01995,2025-06-21,CUST0075,Standing Desk,Furniture,North,3,12999,38276.49
ORD01116,2025-06-22,CUST0155,Wireless Mouse,Electronics,South,5,799,3846.68
ORD02283,2025-06-22,CUST0018,Wireless Mouse,Electronics,North,1,799,798.19
ORD00252,2025-06-22,CUST0149,Bluetooth Speaker,Electronics,West,1,1899,1926.74
ORD02031,2025-06-22,CUST0069,Desk Lamp,Furniture,West,1,899,863.81
ORD02075,2025-06-22,CUST0022,Water Bottle,Sportswear,South,1,449,452.28
ORD01337,2025-06-23,CUST0146,Yoga Mat,Sportswear,West,2,999,1994.26
ORD02251,2025-06-23,CUST0187,Backpack,Accessories,Central,3,1999,5892.51
ORD01145,2025-06-24,CUST0035,Wireless Mouse,Electronics,South,3,799,2375.7
ORD02928,2025-06-24,CUST0163,Sticky Notes Pack,Stationery,South,2,99,206.03
ORD00570,2025-06-24,CUST0071,Yoga Mat,Sportswear,Central,1,999,982.22
ORD01450,2025-06-24,CUST0195,Backpack,Accessories,South,1,1999,2082.43
ORD01269,2025-06-24,CUST0031,Bluetooth Speaker,Electronics,South,1,1899,1836.4
ORD00470,2025-06-24,CUST0129,Sticky Notes Pack,Stationery,South,1,99,98.13
ORD00391,2025-06-24,CUST0153,Backpack,Accessories,North,1,1999,1986.11
ORD01968,2025-06-25,CUST0071,Wireless Mouse,Electronics,Central,3,799,2382.04
ORD00161,2025-06-25,CUST0081,Sticky Notes Pack,Stationery,South,2,99,205.81
ORD01723,2025-06-25,CUST0092,Office Chair,Furniture,West,3,6499,19915.9
ORD02714,2025-06-25,CUST0176,Bluetooth Speaker,Electronics,East,2,1899,3839.06
ORD00984,2025-06-25,CUST0185,Wireless Mouse,Electronics,Central,6,799,4912.7
ORD01348,2025-06-25,CUST0131,USB-C Hub,Electronics,North,3,1299,4043.22
ORD00831,2025-06-25,CUST0020,Sunglasses,Accessories,South,1,1299,1263.03
ORD01211,2025-06-25,CUST0148,Sunglasses,Accessories,Central,1,1299,1319.41
ORD00121,2025-06-26,CUST0199,Water Bottle,Sportswear,North,2,449,912.69
ORD01017,2025-06-26,CUST0076,Sunglasses,Accessories,South,2,1299,2719.84
ORD00963,2025-06-26,CUST0107,Office Chair,Furniture,West,3,6499,18749.77
ORD01643,2025-06-26,CUST0195,Wireless Mouse,Electronics,East,1,799,809.21
ORD02646,2025-06-26,CUST0197,USB-C Hub,Electronics,South,3,1299,4018.51
ORD02466,2025-06-26,CUST0189,Standing Desk,Furniture,West,2,12999,26831.72
ORD01538,2025-06-26,CUST0198,Sunglasses,Accessories,West,3,1299,3919.53
ORD01599,2025-06-26,CUST0059,Mechanical Keyboard,Electronics,Central,5,2499,12131.26
ORD00647,2025-06-26,CUST0194,Desk Lamp,Furniture,North,2,899,1832.88
ORD00830,2025-06-27,CUST0161,Desk Lamp,Furniture,Central,2,899,1866.1
ORD01422,2025-06-27,CUST0071,Office Chair,Furniture,West,1,6499,6651.01
ORD00998,2025-06-27,CUST0068,Sticky Notes Pack,Stationery,Central,2,99,204.68
ORD00302,2025-06-27,CUST0041,Running Shoes,Sportswear,West,3,3499,10273.56
ORD02376,2025-06-28,CUST0102,Notebook Set,Stationery,South,4,199,777.82
ORD00120,2025-06-28,CUST0088,Standing Desk,Furniture,North,1,12999,12893.61
ORD02682,2025-06-28,CUST0176,Office Chair,Furniture,West,3,6499,19879.48
ORD00926,2025-06-29,CUST0192,Sunglasses,Accessories,East,5,1299,6344.48
ORD00794,2025-06-29,CUST0188,Mechanical Keyboard,Electronics,South,3,2499,7730.63
ORD00571,2025-06-29,CUST0021,Yoga Mat,Sportswear,Central,4,999,3882.61
ORD01541,2025-06-29,CUST0185,Water Bottle,Sportswear,Central,2,449,861.21
ORD01838,2025-06-29,CUST0120,Standing Desk,Furniture,East,1,12999,12620.11
ORD01977,2025-06-29,CUST0046,Office Chair,Furniture,East,1,6499,6785.33
ORD00524,2025-06-29,CUST0158,Sticky Notes Pack,Stationery,North,1,99,100.25
ORD02224,2025-06-30,CUST0003,Backpack,Accessories,West,2,1999,4118.0
ORD02483,2025-06-30,CUST0135,Bluetooth Speaker,Electronics,West,1,1899,1907.81
ORD00512,2025-06-30,CUST0018,Notebook Set,Stationery,East,1,199,195.96
ORD01384,2025-06-30,CUST0091,Backpack,Accessories,West,2,1999,3856.62
ORD01717,2025-06-30,CUST0184,Office Chair,Furniture,Central,3,6499,19778.53
ORD01369,2025-06-30,CUST0127,Standing Desk,Furniture,North,1,12999,12801.07
ORD00835,2025-06-30,CUST0128,Mechanical Keyboard,Electronics,West,2,2499,5086.53
ORD02056,2025-06-30,CUST0180,Yoga Mat,Sportswear,West,2,999,2059.03
ORD00584,2025-07-01,CUST0084,Mechanical Keyboard,Electronics,West,1,2499,2374.39
ORD00389,2025-07-01,CUST0122,Bluetooth Speaker,Electronics,West,1,1899,1892.18
ORD02080,2025-07-01,CUST0054,Sunglasses,Accessories,Central,2,1299,2685.72
ORD02258,2025-07-01,CUST0188,Mechanical Keyboard,Electronics,South,1,2499,2419.36
ORD00807,2025-07-01,CUST0064,Water Bottle,Sportswear,Central,1,449,447.38
ORD00066,2025-07-01,CUST0141,Desk Lamp,Furniture,South,2,899,1796.67
ORD00893,2025-07-01,CUST0191,Sticky Notes Pack,Stationery,East,1,99,95.14
ORD01427,2025-07-01,CUST0165,Backpack,Accessories,South,1,1999,2085.51
ORD02627,2025-07-01,CUST0194,Running Shoes,Sportswear,East,1,3499,3490.59
ORD00264,2025-07-02,CUST0022,Whiteboard,Stationery,West,2,1499,3031.86
ORD00253,2025-07-02,CUST0082,Office Chair,Furniture,East,1,6499,6385.06
ORD02915,2025-07-02,CUST0064,Water Bottle,Sportswear,Central,4,449,1749.61
ORD02502,2025-07-02,CUST0051,Desk Lamp,Furniture,Central,1,899,918.76
ORD02236,2025-07-02,CUST0142,Notebook Set,Stationery,Central,1,199,192.08
ORD00084,2025-07-02,CUST0025,Sunglasses,Accessories,East,2,1299,2649.05
ORD00719,2025-07-02,CUST0134,Yoga Mat,Sportswear,Central,3,999,3127.89
ORD00149,2025-07-02,CUST0004,Desk Lamp,Furniture,Central,1,899,882.39
ORD00281,2025-07-02,CUST0047,Wireless Mouse,Electronics,East,1,799,776.68
ORD01130,2025-07-02,CUST0090,USB-C Hub,Electronics,South,2,1299,2468.31
ORD01087,2025-07-03,CUST0059,Desk Lamp,Furniture,West,1,899,871.44
ORD00771,2025-07-03,CUST0081,Desk Lamp,Furniture,Central,2,899,1770.53
ORD00359,2025-07-03,CUST0115,Bluetooth Speaker,Electronics,East,1,1899,1988.18
ORD01775,2025-07-04,CUST0045,Sticky Notes Pack,Stationery,North,3,99,283.21
ORD00205,2025-07-04,CUST0084,Desk Lamp,Furniture,Central,2,899,1828.0
ORD01249,2025-07-04,CUST0084,Sticky Notes Pack,Stationery,South,1,99,102.84
ORD02303,2025-07-04,CUST0190,Bluetooth Speaker,Electronics,East,3,1899,5907.99
ORD02550,2025-07-04,CUST0162,Desk Lamp,Furniture,Central,3,899,2586.2
ORD02021,2025-07-04,CUST0055,Sunglasses,Accessories,East,1,1299,1362.0
ORD01795,2025-07-04,CUST0122,Backpack,Accessories,Central,1,1999,1901.34
ORD01367,2025-07-04,CUST0130,Office Chair,Furniture,East,1,6499,6808.36
ORD02687,2025-07-05,CUST0147,Standing Desk,Furniture,Central,2,12999,27049.37
ORD01008,2025-07-05,CUST0136,Mechanical Keyboard,Electronics,East,1,2499,2423.92
ORD01871,2025-07-05,CUST0123,Notebook Set,Stationery,East,1,199,206.88
ORD02883,2025-07-05,CUST0131,Yoga Mat,Sportswear,Central,1,999,1009.68
ORD02969,2025-07-05,CUST0134,Mechanical Keyboard,Electronics,South,3,2499,7474.32
ORD02543,2025-07-05,CUST0174,Desk Lamp,Furniture,South,2,899,1886.13
ORD00140,2025-07-06,CUST0036,Desk Lamp,Furniture,West,4,899,3590.16
ORD00515,2025-07-06,CUST0014,Whiteboard,Stationery,West,5,1499,7504.67
ORD00619,2025-07-06,CUST0176,Sunglasses,Accessories,North,1,1299,1356.1
ORD00806,2025-07-06,CUST0064,Standing Desk,Furniture,Central,4,12999,52371.27
ORD01135,2025-07-07,CUST0185,Water Bottle,Sportswear,Central,2,449,887.05
ORD00148,2025-07-07,CUST0168,Water Bottle,Sportswear,South,1,449,457.81
ORD00602,2025-07-07,CUST0086,Whiteboard,Stationery,East,1,1499,1516.55
ORD00990,2025-07-07,CUST0084,Water Bottle,Sportswear,North,5,449,2207.5
ORD02102,2025-07-08,CUST0171,Yoga Mat,Sportswear,South,3,999,2925.71
ORD01641,2025-07-08,CUST0156,Mechanical Keyboard,Electronics,South,1,2499,2497.39
ORD00617,2025-07-08,CUST0036,USB-C Hub,Electronics,South,1,1299,1267.08
ORD01463,2025-07-08,CUST0155,Notebook Set,Stationery,East,2,199,414.49
ORD00331,2025-07-09,CUST0090,Notebook Set,Stationery,Central,1,199,191.2
ORD02936,2025-07-09,CUST0123,Sticky Notes Pack,Stationery,South,4,99,397.01
ORD00910,2025-07-09,CUST0132,Desk Lamp,Furniture,South,1,899,910.53
ORD00554,2025-07-09,CUST0031,Bluetooth Speaker,Electronics,East,1,1899,1971.03
ORD00311,2025-07-09,CUST0175,Wireless Mouse,Electronics,South,1,799,786.85
ORD02134,2025-07-09,CUST0092,Whiteboard,Stationery,Central,2,1499,3111.71
ORD02725,2025-07-10,CUST0044,USB-C Hub,Electronics,East,3,1299,4038.04
ORD00655,2025-07-10,CUST0052,Notebook Set,Stationery,Central,3,199,576.33
ORD01530,2025-07-10,CUST0168,Water Bottle,Sportswear,East,1,449,427.3
ORD02147,2025-07-10,CUST0016,Water Bottle,Sportswear,North,1,449,442.47
ORD00668,2025-07-10,CUST0027,Notebook Set,Stationery,North,3,199,570.35
ORD00986,2025-07-10,CUST0070,Whiteboard,Stationery,Central,1,1499,1448.0
ORD01655,2025-07-10,CUST0101,Backpack,Accessories,South,1,1999,1920.67
ORD00869,2025-07-11,CUST0115,USB-C Hub,Electronics,South,1,1299,1322.41
ORD00661,2025-07-11,CUST0111,Office Chair,Furniture,North,1,6499,6348.98
ORD01177,2025-07-11,CUST0033,Sticky Notes Pack,Stationery,Central,1,99,101.03
ORD00720,2025-07-11,CUST0123,Bluetooth Speaker,Electronics,Central,1,1899,1866.31
ORD01676,2025-07-11,CUST0116,Bluetooth Speaker,Electronics,West,1,1899,1910.58
ORD00003,2025-07-11,CUST0089,Yoga Mat,Sportswear,North,1,999,1001.47
ORD01345,2025-07-12,CUST0034,Whiteboard,Stationery,North,1,1499,1525.4
ORD00599,2025-07-12,CUST0157,Sunglasses,Accessories,West,1,1299,1286.36
ORD00413,2025-07-12,CUST0068,Wireless Mouse,Electronics,Central,1,799,777.02
ORD01514,2025-07-12,CUST0069,Desk Lamp,Furniture,South,2,899,1765.16
ORD01613,2025-07-12,CUST0039,Sunglasses,Accessories,East,2,1299,2539.0
ORD02618,2025-07-13,CUST0130,Bluetooth Speaker,Electronics,East,3,1899,5946.63
ORD02362,2025-07-13,CUST0129,Water Bottle,Sportswear,South,3,449,1367.65
ORD02879,2025-07-13,CUST0159,Office Chair,Furniture,South,2,6499,12914.11
ORD01035,2025-07-13,CUST0011,Yoga Mat,Sportswear,East,1,999,1008.0
ORD02825,2025-07-13,CUST0100,Yoga Mat,Sportswear,North,2,999,2012.1
ORD01413,2025-07-13,CUST0097,Office Chair,Furniture,West,3,6499,19559.3
ORD01778,2025-07-13,CUST0164,Desk Lamp,Furniture,Central,5,899,4631.24
ORD00394,2025-07-14,CUST0079,Water Bottle,Sportswear,West,1,449,448.29
ORD01873,2025-07-14,CUST0138,Bluetooth Speaker,Electronics,North,2,1899,3684.18
ORD01756,2025-07-14,CUST0018,Notebook Set,Stationery,North,6,199,1240.08
ORD00924,2025-07-14,CUST0011,Running Shoes,Sportswear,West,1,3499,3337.19
ORD00085,2025-07-14,CUST0147,Running Shoes,Sportswear,Central,1,3499,3391.33
ORD01157,2025-07-14,CUST0096,Sunglasses,Accessories,North,1,1299,1234.35
ORD02828,2025-07-15,CUST0180,Mechanical Keyboard,Electronics,South,6,2499,14449.8
ORD00056,2025-07-15,CUST0152,Sticky Notes Pack,Stationery,East,5,99,479.03
ORD01171,2025-07-15,CUST0106,Desk Lamp,Furniture,East,1,899,918.8
ORD00776,2025-07-15,CUST0170,USB-C Hub,Electronics,North,1,1299,1272.43
ORD01233,2025-07-15,CUST0197,USB-C Hub,Electronics,West,6,1299,7985.65
ORD01719,2025-07-15,CUST0146,Yoga Mat,Sportswear,South,3,999,2999.37
ORD02797,2025-07-15,CUST0030,Backpack,Accessories,East,1,1999,1984.79
ORD00726,2025-07-16,CUST0191,USB-C Hub,Electronics,North,3,1299,3961.96
ORD02196,2025-07-16,CUST0073,Office Chair,Furniture,North,2,6499,13252.58
ORD01952,2025-07-17,CUST0172,Water Bottle,Sportswear,North,3,449,1290.35
ORD02732,2025-07-17,CUST0115,USB-C Hub,Electronics,West,1,1299,1305.95
ORD01637,2025-07-17,CUST0084,Sunglasses,Accessories,West,2,1299,2712.61
ORD01294,2025-07-17,CUST0027,Notebook Set,Stationery,South,1,199,197.22
ORD02867,2025-07-17,CUST0112,Standing Desk,Furniture,North,1,12999,12501.02
ORD00426,2025-07-17,CUST0126,Wireless Mouse,Electronics,North,1,799,769.05
ORD00109,2025-07-17,CUST0033,Standing Desk,Furniture,West,3,12999,40473.54
ORD00415,2025-07-18,CUST0136,Sunglasses,Accessories,North,6,1299,7563.66
ORD00475,2025-07-18,CUST0174,Backpack,Accessories,North,3,1999,5705.17
ORD01460,2025-07-18,CUST0019,Bluetooth Speaker,Electronics,West,2,1899,3842.07
ORD01945,2025-07-18,CUST0170,USB-C Hub,Electronics,Central,4,1299,5097.28
ORD01913,2025-07-18,CUST0131,Water Bottle,Sportswear,North,1,449,450.15
ORD02711,2025-07-18,CUST0035,Sunglasses,Accessories,West,2,1299,2471.1
ORD02900,2025-07-18,CUST0032,Whiteboard,Stationery,East,3,1499,4358.61
ORD00749,2025-07-19,CUST0083,Office Chair,Furniture,East,3,6499,18646.53
ORD01305,2025-07-19,CUST0132,Backpack,Accessories,West,3,1999,5900.16
ORD01642,2025-07-19,CUST0160,USB-C Hub,Electronics,South,1,1299,1316.73
ORD02265,2025-07-20,CUST0036,Bluetooth Speaker,Electronics,Central,1,1899,1854.09
